-2.89983,-2.84355,0,0,0.445796,0.895135
-2.82902,-2.75606,0,0,0.421207,0.906965
-2.75408,-2.67747,0,0,0.371886,0.928279
-2.67194,-2.60461,0,0,0.339096,0.940752
-2.58789,-2.53676,0,0,0.32543,0.945566
-2.48746,-2.45869,0,0,0.321103,0.947044
-2.4024,-2.39185,0,0,0.319472,0.947596
-2.31849,-2.32406,0,0,0.315624,0.948884
-2.23183,-2.25545,0,0,0.315683,0.948865
-2.14365,-2.18937,0,0,0.316165,0.948704
-2.055,-2.12281,0,0,0.315696,0.948861
-1.9642,-2.05657,0,0,0.31428,0.94933
-1.87749,-1.99339,0,0,0.314894,0.949127
-1.78976,-1.92815,0,0,0.314725,0.949183
-1.70216,-1.86307,0,0,0.313748,0.949506
-1.611,-1.79601,0,0,0.312122,0.950042
-1.5031,-1.71725,0,0,0.312577,0.949892
-1.41554,-1.6519,0,0,0.312044,0.950068
-1.32734,-1.58641,0,0,0.309266,0.950976
-1.23916,-1.52211,0,0,0.308173,0.95133
-1.15289,-1.45645,0,0,0.30779,0.951454
-1.06706,-1.39334,0,0,0.307725,0.951475
-0.981509,-1.32991,0,0,0.308217,0.951316
-0.877116,-1.25549,0,0,0.306753,0.951789
-0.790134,-1.19156,0,0,0.306679,0.951813
-0.699631,-1.12719,0,0,0.306809,0.951771
-0.607937,-1.06339,0,0,0.305328,0.952247
-0.524864,-0.996916,0,0,0.30502,0.952346
-0.433037,-0.935015,0,0,0.304777,0.952424
-0.344101,-0.872971,0,0,0.304549,0.952497
-0.254525,-0.809783,0,0,0.303969,0.952682
-0.168559,-0.7451,0,0,0.304653,0.952464
-0.076576,-0.679947,0,0,0.302048,0.953293
0.0199235,-0.612638,0,0,0.300895,0.953657
0.115654,-0.547346,0,0,0.300897,0.953657
0.215557,-0.476942,0,0,0.300775,0.953695
0.301033,-0.41704,0,0,0.300425,0.953805
0.383528,-0.35834,0,0,0.300784,0.953692
0.465809,-0.299227,0,0,0.300067,0.953918
0.548546,-0.242165,0,0,0.299624,0.954057
0.631985,-0.186691,0,0,0.300078,0.953915
0.717781,-0.132484,0,0,0.299296,0.95416
